url,written,written_human_readable,shape,shards,chunks,dimension_names,license,name,description,organismId,fbbiId
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE/IMG_1101-1180 Riccia canaliculata ventral scales (20x).ome.zarr,12629968006,11.76 GB,"1,3,80,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1101-1180 Riccia canaliculata ventral scales (20x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE/IMG_0603-0635 Riccia canaliculata stature (Laowa 2.5x).ome.zarr,12297883085,11.45 GB,"1,3,33,5792,8688","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0603-0635 Riccia canaliculata stature (Laowa 2.5x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE/IMG_2086-2150 Riccia canaliculata thallus cross section (10x).ome.zarr,10376452248,9.66 GB,"1,3,65,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2086-2150 Riccia canaliculata thallus cross section (10x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE/IMG_2021-2085 Riccia canaliculata thallus cross section (10x).ome.zarr,10396207370,9.68 GB,"1,3,65,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2021-2085 Riccia canaliculata thallus cross section (10x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE/IMG_1891-1955 Riccia canaliculata thallus cross section (10x).ome.zarr,10205366249,9.50 GB,"1,3,65,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1891-1955 Riccia canaliculata thallus cross section (10x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE/IMG_1826-1890 Riccia canaliculata thallus cross section (10x).ome.zarr,10281826178,9.58 GB,"1,3,65,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1826-1890 Riccia canaliculata thallus cross section (10x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE/IMG_1761-1825 Riccia canaliculata thallus cross section (10x).ome.zarr,10204669150,9.50 GB,"1,3,65,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1761-1825 Riccia canaliculata thallus cross section (10x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE/IMG_2216-2280 Riccia canaliculata thallus cross section (10x).ome.zarr,10165923448,9.47 GB,"1,3,65,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2216-2280 Riccia canaliculata thallus cross section (10x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE/IMG_1956-2020 Riccia canaliculata thallus cross section (10x).ome.zarr,10199864453,9.50 GB,"1,3,65,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1956-2020 Riccia canaliculata thallus cross section (10x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE/IMG_2151-2215 Riccia canaliculata thallus cross section (10x).ome.zarr,10139430424,9.44 GB,"1,3,65,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2151-2215 Riccia canaliculata thallus cross section (10x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE/IMG_2281-2345 Riccia canaliculata thallus cross section (10x).ome.zarr,10143897642,9.45 GB,"1,3,65,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2281-2345 Riccia canaliculata thallus cross section (10x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE/IMG_0246-0315 Riccia canaliculata stature.ome.zarr,10364578321,9.65 GB,"1,3,70,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0246-0315 Riccia canaliculata stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE/IMG_0196-0245 Riccia canaliculata stature.ome.zarr,7449020223,6.94 GB,"1,3,50,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0196-0245 Riccia canaliculata stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE/IMG_0861-0900 Riccia canaliculata stature dorsal side (Laowa 5.0x).ome.zarr,5821684044,5.42 GB,"1,3,40,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0861-0900 Riccia canaliculata stature dorsal side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE/IMG_0781-0820 Riccia canaliculata stature ventral side (Laowa 5.0x).ome.zarr,5791143778,5.39 GB,"1,3,40,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0781-0820 Riccia canaliculata stature ventral side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE/IMG_0144-0183 Riccia canaliculata stature.ome.zarr,6107548633,5.69 GB,"1,3,40,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0144-0183 Riccia canaliculata stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE/IMG_0094-0133 Riccia canaliculata stature.ome.zarr,6123815911,5.70 GB,"1,3,40,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0094-0133 Riccia canaliculata stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE/IMG_0024-0063 Riccia canaliculata stature.ome.zarr,6027258240,5.61 GB,"1,3,40,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0024-0063 Riccia canaliculata stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE/IMG_0701-0740 Riccia canaliculata stature ventral side (Laowa 5.0x).ome.zarr,5647952944,5.26 GB,"1,3,40,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0701-0740 Riccia canaliculata stature ventral side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE/IMG_0981-1020 Riccia canaliculata stature dorsal side (Laowa 5.0x).ome.zarr,5706819080,5.31 GB,"1,3,40,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0981-1020 Riccia canaliculata stature dorsal side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE/IMG_0023 Riccia canaliculata stature.ome.zarr,604582309,576.57 MB,"1,3,1,7776,10368","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0023 Riccia canaliculata stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE/IMG_0901-0940 Riccia canaliculata stature dorsal side (Laowa 5.0x).ome.zarr,5699249885,5.31 GB,"1,3,40,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0901-0940 Riccia canaliculata stature dorsal side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE/IMG_0741-0780 Riccia canaliculata stature ventral side (Laowa 5.0x).ome.zarr,5647150919,5.26 GB,"1,3,40,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0741-0780 Riccia canaliculata stature ventral side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE/IMG_0941-0980 Riccia canaliculata stature dorsal side (Laowa 5.0x).ome.zarr,5718387070,5.33 GB,"1,3,40,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0941-0980 Riccia canaliculata stature dorsal side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE/IMG_0821-0860 Riccia canaliculata stature ventral side (Laowa 5.0x).ome.zarr,5598845457,5.21 GB,"1,3,40,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0821-0860 Riccia canaliculata stature ventral side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE/IMG_0601 Riccia canaliculata stature (Laowa 2.5x).ome.zarr,382324863,364.61 MB,"1,3,1,5792,8688","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0601 Riccia canaliculata stature (Laowa 2.5x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE/IMG_0602 Riccia canaliculata stature (Laowa 2.5x).ome.zarr,381404214,363.74 MB,"1,3,1,5792,8688","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0602 Riccia canaliculata stature (Laowa 2.5x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE/IMG_0321 Riccia canaliculata stature.ome.zarr,347064607,330.99 MB,"1,3,1,5464,8192","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0321 Riccia canaliculata stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE/IMG_0322 Riccia canaliculata stature.ome.zarr,347624281,331.52 MB,"1,3,1,5464,8192","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0322 Riccia canaliculata stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE/IMG_0021 Riccia canaliculata stature.ome.zarr,158140644,150.81 MB,"1,3,1,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0021 Riccia canaliculata stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE/IMG_0022 Riccia canaliculata stature.ome.zarr,157133784,149.85 MB,"1,3,1,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0022 Riccia canaliculata stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE/IMG_0194 Riccia canaliculata stature.ome.zarr,149870315,142.93 MB,"1,3,1,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0194 Riccia canaliculata stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE/IMG_0004 Riccia canaliculata voucher specimen.ome.zarr,58866918,56.14 MB,"1,3,1,2492,4526","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0004 Riccia canaliculata voucher specimen.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE Processed/riccia_canaliculata_swe_detail.ome.zarr,131439861,125.35 MB,"1,3,1,5322,7096","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: riccia_canaliculata_swe_detail.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE Processed/riccia_canaliculata_swe_stature.ome.zarr,121418179,115.79 MB,"1,3,1,5067,6757","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: riccia_canaliculata_swe_stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE Processed/riccia_canaliculata_swe_thallus_cross_section.ome.zarr,57240397,54.59 MB,"1,3,1,6177,8236","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: riccia_canaliculata_swe_thallus_cross_section.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE Processed/riccia_canaliculata_swe_thallus_air_pore_cross_section.ome.zarr,57307169,54.65 MB,"1,3,1,4160,5546","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: riccia_canaliculata_swe_thallus_air_pore_cross_section.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE Processed/riccia_canaliculata_swe_ventral_scales.ome.zarr,54712277,52.18 MB,"1,3,1,6626,8835","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: riccia_canaliculata_swe_ventral_scales.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE Processed/riccia_canaliculata_swe_stature_ventral_side.ome.zarr,36024485,34.36 MB,"1,3,1,5707,7609","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: riccia_canaliculata_swe_stature_ventral_side.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE Processed/riccia_canaliculata_swe_stature_dorsal_side.ome.zarr,35534503,33.89 MB,"1,3,1,6080,8107","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: riccia_canaliculata_swe_stature_dorsal_side.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia canaliculata SWE Processed/riccia_canaliculata_swe_voucher_specimen.ome.zarr,16247279,15.49 MB,"1,3,1,2492,4526","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: riccia_canaliculata_swe_voucher_specimen.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid2779758,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_1121-1240 Riccia cavernosa spores (40x).ome.zarr,18608510161,17.33 GB,"1,3,120,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1121-1240 Riccia cavernosa spores (40x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_1721-1840 Riccia cavernosa spores (40x).ome.zarr,18556580296,17.28 GB,"1,3,120,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1721-1840 Riccia cavernosa spores (40x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_1001-1120 Riccia cavernosa spores (40x).ome.zarr,18493342463,17.22 GB,"1,3,120,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1001-1120 Riccia cavernosa spores (40x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_3721-3820 Riccia cavernosa thallus with assimilation lamellae and epidermis cross section (40x DIC).ome.zarr,17276396679,16.09 GB,"1,3,100,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3721-3820 Riccia cavernosa thallus with assimilation lamellae and epidermis cross section (40x DIC).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_3061-3160 Riccia cavernosa thallus with assimilation lamellae and epidermis cross section (40x DIC).ome.zarr,17206747163,16.03 GB,"1,3,100,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3061-3160 Riccia cavernosa thallus with assimilation lamellae and epidermis cross section (40x DIC).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_1601-1720 Riccia cavernosa spores (40x).ome.zarr,18140148324,16.89 GB,"1,3,120,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1601-1720 Riccia cavernosa spores (40x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_1361-1480 Riccia cavernosa spores (40x).ome.zarr,18119010463,16.87 GB,"1,3,120,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1361-1480 Riccia cavernosa spores (40x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_2661-2760 Riccia cavernosa thallus with assimilation lamellae and epidermis cross section (40x DIC).ome.zarr,17088022593,15.91 GB,"1,3,100,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2661-2760 Riccia cavernosa thallus with assimilation lamellae and epidermis cross section (40x DIC).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_1481-1600 Riccia cavernosa spores (40x).ome.zarr,17985400442,16.75 GB,"1,3,120,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1481-1600 Riccia cavernosa spores (40x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_2861-2960 Riccia cavernosa thallus with assimilation lamellae and epidermis cross section (40x DIC).ome.zarr,16928119486,15.77 GB,"1,3,100,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2861-2960 Riccia cavernosa thallus with assimilation lamellae and epidermis cross section (40x DIC).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_3621-3720 Riccia cavernosa thallus with assimilation lamellae and epidermis cross section (40x).ome.zarr,16857363222,15.70 GB,"1,3,100,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3621-3720 Riccia cavernosa thallus with assimilation lamellae and epidermis cross section (40x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_1241-1360 Riccia cavernosa spores (40x).ome.zarr,17929560191,16.70 GB,"1,3,120,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1241-1360 Riccia cavernosa spores (40x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
